run_id,fold_id,protocol,model,train_start,train_end,test_start,test_end,runtime_seconds,notes,full_n,full_mae,full_rmse,full_mape,full_smape,full_wape,full_mase,full_rmsse,full_r2,full_bias,paired_n,paired_mae,paired_rmse,paired_mape,paired_smape,paired_wape,paired_mase,paired_rmsse,paired_r2,paired_bias,paired_seasonal_naive_n,paired_seasonal_naive_mae,paired_seasonal_naive_rmse,paired_seasonal_naive_mape,paired_seasonal_naive_smape,paired_seasonal_naive_wape,paired_seasonal_naive_mase,paired_seasonal_naive_rmsse,paired_seasonal_naive_r2,paired_seasonal_naive_bias,paired_mae_skill_vs_seasonal_naive,paired_rmse_skill_vs_seasonal_naive,full_interval_95_coverage,full_interval_95_mean_width,full_interval_95_winkler,paired_interval_95_coverage,paired_interval_95_mean_width,paired_interval_95_winkler,forecast_origin,target_available_through,target_publication_delay_months
ablation_20260811T165312Z_69334f2b,one_step_201501,one_step_ex_ante_snapshot_vintage_sensitivity,ridge_recursive_b0,2008-01,2014-12,2015-01,2015-01,0.034000799991190434,pre-specified first grid configuration; no tuning; parameters={'model__alpha': 0.1},1.0,4093.021139428485,4093.021139428485,0.23229352143516618,0.23202403303670774,0.23229352143516616,0.022664219879006773,0.01750464196384237,,4093.021139428485,1.0,4093.021139428485,4093.021139428485,0.23229352143516618,0.23202403303670774,0.23229352143516616,0.022664219879006773,0.01750464196384237,,4093.021139428485,1.0,186605.0,186605.0,10.590498091945308,11.182647106148103,10.590498091945308,1.0332848540119186,0.7980544449665132,,-186605.0,0.978065854937282,0.978065854937282,,,,,,,2014-12-31,2014-09-01,3
ablation_20260811T165312Z_69334f2b,one_step_201512,one_step_ex_ante_snapshot_vintage_sensitivity,ridge_recursive_b0,2008-01,2015-11,2015-12,2015-12,0.03421629988588393,pre-specified first grid configuration; no tuning; parameters={'model__alpha': 0.1},1.0,353698.8023077126,353698.8023077126,20.63819335010959,18.707725110276638,20.638193350109585,2.0209780881848953,1.5717914136330347,,353698.8023077126,1.0,353698.8023077126,353698.8023077126,20.63819335010959,18.707725110276638,20.638193350109585,2.0209780881848953,1.5717914136330347,,353698.8023077126,1.0,26739.0,26739.0,1.560210688834857,1.5481336157595937,1.560210688834857,0.1527823468651807,0.11882463365700027,,26739.0,-12.227824612278418,-12.227824612278418,,,,,,,2015-11-30,2015-08-01,3
ablation_20260811T165312Z_69334f2b,one_step_201601,one_step_ex_ante_snapshot_vintage_sensitivity,ridge_recursive_b0,2008-01,2015-12,2016-01,2016-01,0.03246980009134859,pre-specified first grid configuration; no tuning; parameters={'model__alpha': 0.1},1.0,221596.2175255788,221596.2175255788,13.102224372656964,12.29665660340062,13.102224372656966,1.274648997530555,0.9900855455001111,,221596.2175255788,1.0,221596.2175255788,221596.2175255788,13.102224372656964,12.29665660340062,13.102224372656966,1.274648997530555,0.9900855455001111,,221596.2175255788,1.0,70717.0,70717.0,4.181253684324423,4.095629357618573,4.181253684324423,0.40677297728677836,0.315961528147697,,70717.0,-2.133563606001086,-2.133563606001086,,,,,,,2015-12-31,2015-09-01,3
ablation_20260811T165312Z_69334f2b,one_step_201602,one_step_ex_ante_snapshot_vintage_sensitivity,ridge_recursive_b0,2008-01,2016-01,2016-02,2016-02,0.03269450005609542,pre-specified first grid configuration; no tuning; parameters={'model__alpha': 0.1},1.0,317452.6798043051,317452.6798043051,20.91939657518564,18.93848788244913,20.919396575185637,1.8314714697762173,1.424067943959828,,317452.6798043051,1.0,317452.6798043051,317452.6798043051,20.91939657518564,18.93848788244913,20.919396575185637,1.8314714697762173,1.424067943959828,,317452.6798043051,1.0,47421.0,47421.0,3.124934102315381,3.0768591912417125,3.124934102315381,0.27358473906031333,0.2127269047221418,,47421.0,-5.694348069511505,-5.694348069511505,,,,,,,2016-01-31,2015-10-01,3
ablation_20260811T165312Z_69334f2b,one_step_201603,one_step_ex_ante_snapshot_vintage_sensitivity,ridge_recursive_b0,2008-01,2016-02,2016-03,2016-03,0.035291200038045645,pre-specified first grid configuration; no tuning; parameters={'model__alpha': 0.1},1.0,487093.68030446395,487093.68030446395,25.653224590784095,22.73685619809379,25.6532245907841,2.8389793820001787,2.1981453014009302,,487093.68030446395,1.0,487093.68030446395,487093.68030446395,25.653224590784095,22.73685619809379,25.6532245907841,2.8389793820001787,2.1981453014009302,,487093.68030446395,1.0,118883.0,118883.0,6.261079587647108,6.071023772554793,6.261079587647109,0.6928983058440928,0.5364925032554397,,118883.0,-3.0972525954464807,-3.0972525954464807,,,,,,,2016-02-29,2015-11-01,3
ablation_20260811T165312Z_69334f2b,one_step_201604,one_step_ex_ante_snapshot_vintage_sensitivity,ridge_recursive_b0,2008-01,2016-03,2016-04,2016-04,0.03536440001334995,pre-specified first grid configuration; no tuning; parameters={'model__alpha': 0.1},1.0,838510.8260145136,838510.8260145136,40.91817670834298,33.96852596795034,40.91817670834299,4.936793014565162,3.8064057634678936,,838510.8260145136,1.0,838510.8260145136,838510.8260145136,40.91817670834298,33.96852596795034,40.91817670834299,4.936793014565162,3.8064057634678936,,838510.8260145136,1.0,577425.0,577425.0,28.177546971118044,24.697913835215928,28.177546971118044,3.399631367891186,2.6212110562927964,,577425.0,-0.4521553899026083,-0.4521553899026083,,,,,,,2016-03-31,2015-12-01,3
ablation_20260811T165312Z_69334f2b,one_step_201605,one_step_ex_ante_snapshot_vintage_sensitivity,ridge_recursive_b0,2008-01,2016-04,2016-05,2016-05,0.0330441000405699,pre-specified first grid configuration; no tuning; parameters={'model__alpha': 0.1},1.0,1231792.4918892123,1231792.4918892123,44.798188418634396,36.60009798930709,44.798188418634396,7.302408862523993,5.621439526865884,,1231792.4918892123,1.0,1231792.4918892123,1231792.4918892123,44.798188418634396,36.60009798930709,44.798188418634396,7.302408862523993,5.621439526865884,,1231792.4918892123,1.0,1025365.0,1025365.0,37.29077321897203,31.430445198608787,37.29077321897203,6.0786492145589035,4.679381777708753,,1025365.0,-0.20132098510209762,-0.20132098510209762,,,,,,,2016-04-30,2016-01-01,3
ablation_20260811T165312Z_69334f2b,one_step_201606,one_step_ex_ante_snapshot_vintage_sensitivity,ridge_recursive_b0,2008-01,2016-05,2016-06,2016-06,0.0373657998861745,pre-specified first grid configuration; no tuning; parameters={'model__alpha': 0.1},1.0,1918578.7268830724,1918578.7268830724,71.1599665627928,52.48559915743625,71.15996656279279,11.469744630119319,8.804602734051047,,1918578.7268830724,1.0,1918578.7268830724,1918578.7268830724,71.1599665627928,52.48559915743625,71.15996656279279,11.469744630119319,8.804602734051047,,1918578.7268830724,1.0,1653526.0,1653526.0,61.329177282116085,46.936341299470435,61.329177282116085,9.88519297828039,7.588241929522742,,1653526.0,-0.16029546973139364,-0.16029546973139364,,,,,,,2016-05-31,2016-02-01,3
ablation_20260811T165312Z_69334f2b,one_step_201607,one_step_ex_ante_snapshot_vintage_sensitivity,ridge_recursive_b0,2008-01,2016-06,2016-07,2016-07,0.03903879993595183,pre-specified first grid configuration; no tuning; parameters={'model__alpha': 0.1},1.0,1951167.2536920793,1951167.2536920793,56.02706681357304,43.76651852545679,56.02706681357304,11.703482791674043,8.990519581342383,,1951167.2536920793,1.0,1951167.2536920793,1951167.2536920793,56.02706681357304,43.76651852545679,56.02706681357304,11.703482791674043,8.990519581342383,,1951167.2536920793,1.0,1762421.0,1762421.0,50.60728593809583,40.38772116992374,50.60728593809583,10.571345847545725,8.120821257678607,,1762421.0,-0.10709487329762823,-0.10709487329762823,,,,,,,2016-06-30,2016-03-01,3
ablation_20260811T165312Z_69334f2b,one_step_201608,one_step_ex_ante_snapshot_vintage_sensitivity,ridge_recursive_b0,2008-01,2016-07,2016-08,2016-08,0.03471559996251017,pre-specified first grid configuration; no tuning; parameters={'model__alpha': 0.1},1.0,1541700.0420865808,1541700.0420865808,33.76598950174044,28.88871009312417,33.76598950174044,8.995592080939687,6.870449832639366,,1541700.0420865808,1.0,1541700.0420865808,1541700.0420865808,33.76598950174044,28.88871009312417,33.76598950174044,8.995592080939687,6.870449832639366,,1541700.0420865808,1.0,2182871.0,2182871.0,47.80878073395962,38.58521929074479,47.80878073395962,12.736729937904574,9.727771477728925,,2182871.0,0.2937282862401943,0.2937282862401943,,,,,,,2016-07-31,2016-04-01,3
ablation_20260811T165312Z_69334f2b,one_step_201609,one_step_ex_ante_snapshot_vintage_sensitivity,ridge_recursive_b0,2008-01,2016-08,2016-09,2016-09,0.03587559994775802,pre-specified first grid configuration; no tuning; parameters={'model__alpha': 0.1},1.0,790765.3541042022,790765.3541042022,19.695619951137434,17.929915904120385,19.695619951137434,4.369370607247886,3.186061471937811,,790765.3541042022,1.0,790765.3541042022,790765.3541042022,19.695619951137434,17.929915904120385,19.695619951137434,4.369370607247886,3.186061471937811,,790765.3541042022,1.0,1400392.0,1400392.0,34.87961184877445,29.699991050080104,34.87961184877445,7.737860051236867,5.642299543920073,,1400392.0,0.4353257130116408,0.4353257130116408,,,,,,,2016-08-31,2016-05-01,3
