run_id,protocol,model,regime,support,observations,unique_target_months,folds,support_start,support_end,mae,rmse,mape_pct,smape_pct,wape_pct,bias_forecast_minus_actual,r2,interval_95_observations,interval_95_coverage,interval_95_mean_width,interval_95_median_width,interval_95_winkler
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,ridge_recursive_b0,recovery,model_full_evaluable_support,24,24,2,2021-01-01,2022-12-01,3473524.4910820764,6748699.668487548,114.80467223052516,77.50570670735677,103.26794944758322,1803732.7467932394,-10.339513495373502,0,,,,
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,same_month_historical_mean,normalization,model_full_evaluable_support,36,36,3,2023-01-01,2025-12-01,1872361.7587204326,1959058.7333608298,38.2700837661148,47.62964032278629,36.787724871779815,-1872361.7587204326,0.02954894572959066,36,0.5,3528395.008000066,3513665.314387207,15570826.276357286
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,same_month_historical_mean,pandemic_shock,model_full_evaluable_support,7,7,1,2020-03-01,2020-12-01,2026125.116883117,2429308.198340981,153.26022874018608,72.48242955463473,126.12696060249266,2026125.116883117,-10.873728943199204,7,0.42857142857142855,2219957.6692440286,2219957.669244028,44480241.75234259
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,same_month_historical_mean,pre_pandemic,model_full_evaluable_support,62,62,6,2015-01-01,2020-02-01,687347.446920821,843454.0419027563,19.696925522304294,21.648076556604725,19.944255034115148,-490204.3115521576,0.7531217290889882,62,0.7096774193548387,1599429.5854204802,1615767.3171395364,7107398.335493817
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,same_month_historical_mean,recovery,model_full_evaluable_support,24,24,2,2021-01-01,2022-12-01,1051247.5607448106,1234334.2553249656,46.75330627395984,37.94978756819575,31.25361005474629,-281122.61202686204,0.6206677364249878,24,0.75,3026957.464001104,3026957.4640011042,8354555.772766388
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,sarima_111_111_12,normalization,model_full_evaluable_support,36,36,3,2023-01-01,2025-12-01,792397.7776743681,1083606.7855166686,20.971062989165848,17.11562902476722,15.56884576301953,742493.1272328701,0.7030918253776337,36,1.0,7473002.987065092,7507389.374390701,7473002.987065092
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,sarima_111_111_12,pandemic_shock,model_full_evaluable_support,7,7,1,2020-03-01,2020-12-01,4344109.901441232,4638740.474551736,324.78381865949586,114.97129342319512,270.422282329164,4344109.901441232,-42.29343548765843,7,0.0,3729094.3559661903,3579281.463948127,102911603.29429163
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,sarima_111_111_12,pre_pandemic,model_full_evaluable_support,62,62,6,2015-01-01,2020-02-01,1058441.7568205665,1482963.5232657262,37.26380848232752,44.57956432815176,30.712025528506857,-57683.96247930211,0.23683058524380263,62,0.6774193548387096,2285968.033960843,2134973.6844364544,18763587.474948414
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,sarima_111_111_12,recovery,model_full_evaluable_support,24,24,2,2021-01-01,2022-12-01,1901515.7316871707,2168257.9293291694,75.70381555831904,104.5756240975702,56.53209901292013,-1901515.7316871707,-0.17051263413280515,24,0.9583333333333334,7258734.64175377,7211402.919817423,7406093.5549625335
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,seasonal_moving_average_3,normalization,model_full_evaluable_support,36,36,3,2023-01-01,2025-12-01,1349786.0370370373,1541619.3345806026,28.099297938464556,33.798838841333016,26.520279606769478,-1349786.0370370373,0.39905736059320873,36,0.8055555555555556,4169596.3131660097,4240860.749117507,8511002.942976512
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,seasonal_moving_average_3,pandemic_shock,model_full_evaluable_support,7,7,1,2020-03-01,2020-12-01,2595932.0952380947,3109052.2528661876,194.79785887340805,83.38263706641037,161.59763401310695,2595932.0952380947,-18.4481341346006,7,0.2857142857142857,2183034.079132069,2183034.079132069,63363930.0915311
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,seasonal_moving_average_3,pre_pandemic,model_full_evaluable_support,62,62,6,2015-01-01,2020-02-01,620509.9784946238,830968.552257629,17.054408746440327,17.57163937827745,18.00488139986601,-275031.3010752688,0.7603766164490807,62,0.7096774193548387,1486098.940142092,1793618.590839454,8783209.334860636
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,seasonal_moving_average_3,recovery,model_full_evaluable_support,24,24,2,2021-01-01,2022-12-01,1155081.986111111,1421890.0687557873,55.97536387402875,39.94172926280941,34.340609503627554,-105853.73611111112,0.49663123772411344,24,0.7916666666666666,3686169.8560205833,3686169.856020583,9168221.851408444
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,seasonal_naive,normalization,model_full_evaluable_support,36,36,3,2023-01-01,2025-12-01,489161.3888888889,607793.6459744741,11.077710707613981,12.145060858218397,9.610928288046198,-483772.6111111111,0.9065905028313553,36,1.0,10879192.959235456,11350523.725458074,10879192.959235456
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,seasonal_naive,pandemic_shock,model_full_evaluable_support,7,7,1,2020-03-01,2020-12-01,3213133.0,3762691.8803094947,238.05991378790807,94.13072514394919,200.01859506337084,3213133.0,-27.485195950868327,7,0.5714285714285714,5778800.088420681,6022799.974348452,48644107.07334887
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,seasonal_naive,pre_pandemic,model_full_evaluable_support,62,62,6,2015-01-01,2020-02-01,569977.2903225806,782562.3943943755,15.865636463158056,16.05717789943578,16.538611575227034,-205507.5806451613,0.7874808999773484,62,0.9193548387096774,3456284.131766159,2834115.54131635,5626983.649943326
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,seasonal_naive,recovery,model_full_evaluable_support,24,24,2,2021-01-01,2022-12-01,2001741.75,2238036.481366926,81.8497955863025,74.12766328804082,59.511820451198375,-874549.3333333334,-0.24706342536494064,24,1.0,9735546.699135417,10153879.522906799,9735546.699135417
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,stl_arima_111,normalization,model_full_evaluable_support,36,36,3,2023-01-01,2025-12-01,678632.3002388275,1001573.1118287492,14.22300907683885,16.056547342455705,13.333608333974045,-534528.5796412919,0.7463446439321626,36,0.9444444444444444,4516266.572859388,4688289.233685462,5113613.725968379
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,stl_arima_111,pandemic_shock,model_full_evaluable_support,7,7,1,2020-03-01,2020-12-01,2812368.6739634974,3234315.0552893193,210.5643724500478,89.7336316446305,175.07088283193195,2812368.6739634974,-20.046822749677062,7,0.2857142857142857,3341977.6983831967,3483086.9537133146,55826728.51579321
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,stl_arima_111,pre_pandemic,model_full_evaluable_support,62,62,6,2015-01-01,2020-02-01,652063.8981763439,882925.3994388729,18.247085094006707,18.34193470056251,18.92045826608911,-151524.28404778743,0.7294746045619207,62,0.9032258064516129,3241498.1219344074,3315409.8522975342,4514217.081023767
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,stl_arima_111,recovery,model_full_evaluable_support,24,24,2,2021-01-01,2022-12-01,1780517.004719944,1985640.7596543268,84.57698119760346,60.65110770164683,52.934804549687215,302984.14557825855,0.018352471890612287,24,0.7916666666666666,5598724.297876497,5743087.364919642,8540751.154552067
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,theta,normalization,model_full_evaluable_support,36,36,3,2023-01-01,2025-12-01,614823.8177774427,682586.7291279974,13.770819892206946,15.076818621938864,12.079914230074277,-525840.7197586787,0.8821866774473924,36,1.0,8914663.649108082,9308091.16234072,8914663.649108082
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,theta,pandemic_shock,model_full_evaluable_support,7,7,1,2020-03-01,2020-12-01,3183410.4783406775,3645759.25567392,233.8754050097478,95.0480133976771,198.1683582309589,3183410.4783406775,-25.74224559456775,7,0.7142857142857143,9347140.493288448,9743290.977214348,22842585.84604367
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,theta,pre_pandemic,model_full_evaluable_support,62,62,6,2015-01-01,2020-02-01,503607.4055356109,681513.5428137677,15.096088051453439,14.774025231552422,14.612805471332907,-69948.99998251247,0.8388207983322805,62,1.0,8042995.322449052,8414266.166500235,8042995.322449052
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,theta,recovery,model_full_evaluable_support,24,24,2,2021-01-01,2022-12-01,2227852.9289155286,2514282.945142164,90.13438687019563,73.11456154325954,66.23411011799966,-246816.66117860525,-0.5739195073014303,24,1.0,9327542.756488943,9702350.531712549,9327542.756488943
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,xgboost_recursive_b0,normalization,model_full_evaluable_support,36,36,3,2023-01-01,2025-12-01,2235807.326388889,2653906.459834193,40.27987363245107,52.75462995723832,43.92861817777868,-2235807.326388889,-0.7809426982004191,0,,,,
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,xgboost_recursive_b0,pandemic_shock,model_full_evaluable_support,7,7,1,2020-03-01,2020-12-01,2390039.25,2640786.9631084627,184.82132797663706,85.06360750116839,148.7807361012795,2390039.25,-13.031000287743412,0,,,,
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,xgboost_recursive_b0,pre_pandemic,model_full_evaluable_support,62,62,6,2015-01-01,2020-02-01,758246.5201612903,1054880.43846913,19.227405189108385,21.35757768841388,22.00148126624112,-554480.1935483871,0.6138407010663927,0,,,,
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,xgboost_recursive_b0,recovery,model_full_evaluable_support,24,24,2,2021-01-01,2022-12-01,1431242.6953125,1908715.3417415957,37.68885908593061,47.2901370435514,42.55087266153425,-1354657.6796875,0.0929388888192687,0,,,,
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,drift,normalization,model_full_evaluable_support,36,36,36,2023-01-01,2025-12-01,2936460.318350287,3372651.8145317766,68.96040583361373,57.330315435532675,57.694883900103704,-15637.185019032746,-1.876217596002185,36,1.0,14858954.51587005,13904051.4400792,14858954.51587005
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,drift,pandemic_shock,model_full_evaluable_support,7,7,7,2020-03-01,2020-12-01,1150183.4016240996,1275552.8890275417,80.2015721452648,69.65728738516586,71.59929827307528,-140859.54327519092,-2.2735489572313914,7,1.0,13792685.468203036,12876412.460510666,13792685.468203036
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,drift,pre_pandemic,model_full_evaluable_support,62,62,62,2015-01-01,2020-02-01,2380705.015656427,2817121.4627961465,86.66301032775627,64.67908666881429,69.07916542929779,145499.8608873784,-1.7540458379452177,62,1.0,12489374.281805752,11791695.940622048,12489374.281805752
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,drift,recovery,model_full_evaluable_support,24,24,24,2021-01-01,2022-12-01,2274034.5628652535,2724385.7631594962,80.43777331847292,70.07357572794218,67.60709097717344,-433895.6259650342,-0.8479551360190787,24,1.0,13494773.52931218,12765583.643318452,13494773.52931218
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,hist_gradient_boosting_recursive_b0,normalization,model_full_evaluable_support,36,36,36,2023-01-01,2025-12-01,1065231.012896196,1351080.4943080428,18.568348217386806,21.132839655928496,20.92940920460434,-1019314.5067496183,0.5384261766078198,0,,,,
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,hist_gradient_boosting_recursive_b0,pandemic_shock,model_full_evaluable_support,7,7,7,2020-03-01,2020-12-01,2230746.5979124354,2493463.889001577,166.40254927582902,79.56289068843945,138.86471567060548,2230746.5979124354,-11.509157623544564,0,,,,
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,hist_gradient_boosting_recursive_b0,pre_pandemic,model_full_evaluable_support,62,62,62,2015-01-01,2020-02-01,594430.4230682646,832464.1480210599,15.586086078465177,15.83180787335252,17.24815013254297,-262547.3350126243,0.7595132811852041,0,,,,
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,hist_gradient_boosting_recursive_b0,recovery,model_full_evaluable_support,24,24,24,2021-01-01,2022-12-01,1149742.509645903,1424559.0995390574,55.16420853025292,39.61843302366399,34.18186676635845,-217441.8812497987,0.4947397164313272,0,,,,
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,naive_last,normalization,model_full_evaluable_support,36,36,36,2023-01-01,2025-12-01,2922178.3055555555,3339057.36277884,67.9686235186748,57.465712060952306,57.414274261041804,-95594.02777777778,-1.8192038717270762,36,0.6666666666666666,7535041.850130404,7561374.771710949,18692981.112818915
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,naive_last,pandemic_shock,model_full_evaluable_support,7,7,7,2020-03-01,2020-12-01,1135760.142857143,1257554.0689477331,78.94771539248701,69.01094200699112,70.70144563056029,-148167.2857142857,-2.1818172529351756,7,1.0,7944296.316743383,7302760.384196274,7944296.316743383
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,naive_last,pre_pandemic,model_full_evaluable_support,62,62,62,2015-01-01,2020-02-01,2346838.806451613,2764329.9881844204,84.27783122410415,64.54382967471555,68.09649455964471,61435.290322580644,-1.6517940373985978,62,0.7580645161290323,6918742.53428351,6907048.9967282945,14776873.047812438
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,naive_last,recovery,model_full_evaluable_support,24,24,24,2021-01-01,2022-12-01,2255744.4583333335,2701588.1951326104,79.09434679368023,69.76957510312741,67.06332582018588,-475408.375,-0.8171572828245655,24,0.8333333333333334,7203796.476187396,7213051.495671876,14330560.19800944
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,ridge_recursive_b0,normalization,model_full_evaluable_support,36,36,36,2023-01-01,2025-12-01,724011.394429356,889643.5448710691,17.62109050869593,19.960209493509605,14.225206137783392,-323114.7637235899,0.7998706490038014,0,,,,
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,ridge_recursive_b0,pandemic_shock,model_full_evaluable_support,7,7,7,2020-03-01,2020-12-01,1864739.9512806912,2298019.547467287,144.85297134431337,67.77474140792326,116.08068051142061,1739915.0218918307,-9.625009720102403,0,,,,
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,ridge_recursive_b0,pre_pandemic,model_full_evaluable_support,62,62,62,2015-01-01,2020-02-01,595329.1102923424,771189.1697439931,21.266979286560193,21.320638536102884,17.274226678361543,70932.17830747405,0.7936132257196107,0,,,,
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,ridge_recursive_b0,recovery,model_full_evaluable_support,24,24,24,2021-01-01,2022-12-01,1271284.2902633394,2295824.3485432826,53.78426347388721,50.133592629744136,37.79530622498183,145139.1202698436,-0.31229518142783697,0,,,,
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,same_month_historical_mean,normalization,model_full_evaluable_support,36,36,36,2023-01-01,2025-12-01,1847694.9037951292,1933651.5944701438,37.72455022343264,46.76748937394977,36.303076289198046,-1847694.9037951292,0.054557384027442035,36,0.5277777777777778,3637521.1087572603,3588914.6192892618,14182686.409577657
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,same_month_historical_mean,pandemic_shock,model_full_evaluable_support,7,7,7,2020-03-01,2020-12-01,2064140.3333333335,2447875.7386577697,155.80502733316095,73.86893871622898,128.49342043636892,2064140.3333333335,-11.055927699975946,7,0.42857142857142855,2423410.9102109084,2299417.528013897,44523483.44719495
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,same_month_historical_mean,pre_pandemic,model_full_evaluable_support,62,62,62,2015-01-01,2020-02-01,682110.5779255691,837401.4680249407,19.503801326632182,21.379413084555008,19.792300660400006,-482756.4650223433,0.7566521826302177,62,0.7419354838709677,1624029.44480545,1612308.3388444616,6891426.349768411
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,same_month_historical_mean,recovery,model_full_evaluable_support,24,24,24,2021-01-01,2022-12-01,1057781.869276557,1233171.696750114,46.989545226352796,38.18937565318654,31.44787517216916,-287656.9205586081,0.6213819486372028,24,0.75,3057606.333333541,3070223.6647889223,8362634.619959938
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,seasonal_moving_average_3,normalization,model_full_evaluable_support,36,36,36,2023-01-01,2025-12-01,1221137.8796296297,1428419.323677554,25.349377548850054,30.125364171910164,23.992630770788423,-1221137.8796296297,0.48407074266871575,36,0.8611111111111112,4177568.589649996,4239461.240662231,7949931.0304505825
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,seasonal_moving_average_3,pandemic_shock,model_full_evaluable_support,7,7,7,2020-03-01,2020-12-01,2793165.9047619044,3209697.6082172533,207.38199201124746,89.11334546892468,173.87550407947174,2793165.9047619044,-19.727653313115333,7,0.2857142857142857,2474654.685073869,2233828.00347604,67269111.78040794
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,seasonal_moving_average_3,pre_pandemic,model_full_evaluable_support,62,62,62,2015-01-01,2020-02-01,606890.5645161289,822327.1411198218,16.602400424637125,17.012915669634612,17.609696887260142,-265735.0376344086,0.7653344874461506,62,0.6935483870967742,1522112.847300351,1774029.7234450756,8672504.660967492
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,seasonal_moving_average_3,recovery,model_full_evaluable_support,24,24,24,2021-01-01,2022-12-01,1170144.6805555555,1431647.8384457454,56.56375316822205,40.69108462320218,34.78842369708635,-165129.56944444444,0.4896987608627521,24,0.7916666666666666,3765464.768009154,3791422.194773934,9166056.333807487
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,seasonal_naive,normalization,model_full_evaluable_support,36,36,36,2023-01-01,2025-12-01,353945.22222222225,432647.4206627917,8.022353621568602,8.594561389420656,6.954232745968112,-348556.44444444444,0.9526688604241986,36,1.0,4405369.856265265,4399363.355507337,4405369.856265265
run_20260811T162732Z_6bbfe89e,one_step_ex_ante,seasonal_naive,pandemic_shock,model_full_evaluable_support,7,7,7,2020-03-01,2020-12-01,3383075.8571428573,3859621.5421366864,248.88760896710056,98.22355626790751,210.59759429146672,3383075.8571428573,-28.9716976125744,7,0.14285714285714285,2366406.3963233843,2041090.6769607216,92224038.5585445
