run_id,protocol,model,year,support,observations,unique_target_months,folds,support_start,support_end,mae,rmse,mape_pct,smape_pct,wape_pct,bias_forecast_minus_actual,r2,interval_95_observations,interval_95_coverage,interval_95_mean_width,interval_95_median_width,interval_95_winkler
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,drift,2025,model_full_evaluable_support,12,12,1,2025-01-01,2025-12-01,2349500.157360406,2875295.3445095047,64.17949598482268,41.70267043462437,44.11029489268854,2111385.252961083,-1.0814001825167998,12,1.0,25036285.58361439,25484816.429642707,25036285.58361439
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,dynamic_harmonic_arima_k2,2015,model_full_evaluable_support,12,12,1,2015-01-01,2015-12-01,505164.9831408824,565352.0453569631,19.749944247599103,17.15233287503622,14.565928473004776,415058.4077645466,0.8837796071847331,12,0.75,1250967.0965574,1252333.4613971896,3107805.27838102
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,dynamic_harmonic_arima_k2,2016,model_full_evaluable_support,12,12,1,2016-01-01,2016-12-01,1276085.8144382928,1414550.9181550334,48.422402080064,38.22459965530729,48.821518094898714,1276085.8144382928,-1.129282877505895,12,0.08333333333333333,1303253.5203601534,1304239.8730027413,27435525.48562883
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,dynamic_harmonic_arima_k2,2017,model_full_evaluable_support,12,12,1,2017-01-01,2017-12-01,1108909.1328384308,1161315.1006399207,41.35759657463866,56.655754209253736,34.45569661520952,-1108909.1328384308,0.43794568004209855,12,0.25,2002491.835012805,2016628.6970194832,8921438.57178914
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,dynamic_harmonic_arima_k2,2018,model_full_evaluable_support,12,12,1,2018-01-01,2018-12-01,321059.34177385445,434648.11012030824,8.011031300614773,8.274318618299784,8.443620564748942,-227127.5643332284,0.9345867850681737,12,1.0,2189222.379033627,2205992.2610606207,2189222.379033627
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,dynamic_harmonic_arima_k2,2019,model_full_evaluable_support,12,12,1,2019-01-01,2019-12-01,501747.5273835091,619100.4411103114,13.859035239371412,12.944237612229069,11.610037509422204,-11633.336730940384,0.9051352730631081,12,0.9166666666666666,2160371.056581273,2175923.5001182994,3295830.7592354193
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,dynamic_harmonic_arima_k2,2020,model_full_evaluable_support,9,9,1,2020-01-01,2020-12-01,3435512.1772772293,3829263.378517509,255.37238362748445,96.95275141715366,195.36894928655352,3435512.1772772293,-29.537867564942218,9,0.1111111111111111,2438645.410796557,2549649.1158930743,91982857.99691668
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,dynamic_harmonic_arima_k2,2021,model_full_evaluable_support,12,12,1,2021-01-01,2021-12-01,2002804.3164959445,2156379.612275782,117.2728346471794,137.94588874116917,81.86556106006616,-2002804.3164959445,-0.8451799415937689,12,0.4166666666666667,3962165.0420220285,4023135.7764933095,16312932.438448837
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,dynamic_harmonic_arima_k2,2022,model_full_evaluable_support,12,12,1,2022-01-01,2022-12-01,1617158.102493101,1712377.6546460958,40.58030396268404,51.681882494303785,37.77743028545221,-1617158.102493101,0.234517952330773,12,0.9166666666666666,4746943.740315525,4825502.175219195,5690758.411491259
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,dynamic_harmonic_arima_k2,2023,model_full_evaluable_support,12,12,1,2023-01-01,2023-12-01,529229.2090561391,684305.9509396222,15.834256947201988,13.77365007509816,11.126551260776905,339506.99818290916,0.8789601581306445,12,1.0,4841318.81073101,4922601.136607113,4841318.81073101
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,dynamic_harmonic_arima_k2,2024,model_full_evaluable_support,12,12,1,2024-01-01,2024-12-01,582544.5926462369,674870.415559698,15.017663177738779,13.479924509811944,11.232942699095284,288450.1198707763,0.8816144026196945,12,1.0,4818969.023793996,4898740.415686851,4818969.023793996
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,dynamic_harmonic_arima_k2,2025,model_full_evaluable_support,12,12,1,2025-01-01,2025-12-01,585163.9791473957,674699.6840570514,14.431677832693074,12.992304027548998,10.98606254607338,270537.514581445,0.8853928587793302,12,1.0,4862524.930805282,4942161.78073354,4862524.930805282
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,ets_holt_winters,2015,model_full_evaluable_support,12,12,1,2015-01-01,2015-12-01,100443.29723306191,131261.02370457997,3.041007265924923,3.003719485443419,2.8961823006673386,50942.473378495626,0.9937350735387489,12,1.0,1761903.9250168775,1841565.277930147,1761903.9250168775
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,ets_holt_winters,2016,model_full_evaluable_support,12,12,1,2016-01-01,2016-12-01,943626.8865475863,1200023.4831405324,30.927261618670208,25.574611219010816,36.10203686551809,943626.8865475863,-0.5324124844324578,12,0.5,1703556.669317878,1780579.9548190923,14966687.764371231
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,ets_holt_winters,2017,model_full_evaluable_support,12,12,1,2017-01-01,2017-12-01,248134.1607700015,266115.43976036244,8.554416644055147,8.449491778421544,7.709951257662232,26435.081012480485,0.9704866648976412,12,1.0,2566334.842342751,2682367.1087261336,2566334.842342751
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,ets_holt_winters,2018,model_full_evaluable_support,12,12,1,2018-01-01,2018-12-01,753522.0085475341,804228.5397791617,21.05103584174381,23.674071266804944,19.817065257189828,-753522.0085475341,0.7760511353945524,12,0.9166666666666666,2480373.884463819,2592519.5789943743,2607911.060844949
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,ets_holt_winters,2019,model_full_evaluable_support,12,12,1,2019-01-01,2019-12-01,858321.0479146055,1024903.8738534353,18.06254777460904,20.052588994871005,19.86086431433138,-858321.0479146055,0.7400146937605703,12,0.75,2394141.7905271226,2502388.6542701377,4381985.429282258
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,ets_holt_winters,2020,model_full_evaluable_support,9,9,1,2020-01-01,2020-12-01,2047945.4003580166,2617339.3700841246,155.84373237425214,68.94799648742536,116.46151153545726,1972704.3976427105,-13.266856940169777,9,0.4444444444444444,2545733.407538517,2872069.731614923,41715415.62556823
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,ets_holt_winters,2021,model_full_evaluable_support,12,12,1,2021-01-01,2021-12-01,1413827.6402959453,1658798.3312854278,106.07264600279397,57.00950675594796,57.79086457011406,1413827.6402959453,-0.09188140595237848,12,0.8333333333333334,5856830.922590577,6121637.118009754,8354372.414777432
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,ets_holt_winters,2022,model_full_evaluable_support,12,12,1,2022-01-01,2022-12-01,1940506.6942498044,2030574.4410564026,49.15268312570788,66.30682877619414,45.330976759452646,-1940506.6942498044,-0.07640011830324323,12,0.6666666666666666,4276030.999226711,4469364.137124235,8093085.700874489
