fold_id,protocol,model,train_start,train_end,test_start,test_end,runtime_seconds,notes,n,mae,rmse,mape,smape,wape,mase,rmsse,r2,bias,seasonal_naive_mae,seasonal_naive_rmse,mae_skill_vs_seasonal_naive,rmse_skill_vs_seasonal_naive,interval_95_coverage,interval_95_mean_width,interval_95_winkler
fixed_12m_2018,fixed_origin_12m_ex_ante,theta,2008-01,2017-12,2018-01,2018-12,0.03115940000861883,,12.0,153827.9663296597,191885.76128125188,4.300034707162215,4.307252380581102,4.045560464798772,0.5143451025465506,0.37698371215137433,0.9872510211074186,73525.64911855372,584027.25,623652.0213705583,0.7366082381778252,0.69231918649192,1.0,7661000.164430649,7661000.164430649
fixed_12m_2018,fixed_origin_12m_ex_ante,sarima_111_111_12,2008-01,2017-12,2018-01,2018-12,0.11365529999602586,,12.0,240994.24201007638,294300.4909908614,5.7694061855066305,5.8803232224692605,6.337968322552868,0.805797613251689,0.5781903297091956,0.9700103169122273,-180192.13566677077,584027.25,623652.0213705583,0.5873578809720328,0.5281014397354202,1.0,2634551.2649830473,2634551.2649830473
fixed_12m_2018,fixed_origin_12m_ex_ante,dynamic_harmonic_arima_k2,2008-01,2017-12,2018-01,2018-12,0.02250429999548942,,12.0,403062.107376025,531474.1774104068,9.767828872464207,10.455183658917361,10.600231969292597,1.3476939590208843,1.0441478668086512,0.9021965353021585,-376482.4837108659,584027.25,623652.0213705583,0.3098573613199983,0.14780332749916925,0.9166666666666666,1875101.630620013,2828729.6213842183
fixed_12m_2019,fixed_origin_12m_ex_ante,naive_last,2008-01,2018-12,2019-01,2019-12,0.0012148000532761216,,12.0,2180109.8333333335,2936547.989730686,39.2508249210852,54.930215965197135,50.44600233837065,6.655389538183502,5.629853076318143,-1.1343062650604598,-2140789.1666666665,519280.6666666667,612548.1612431249,-3.1983265953800197,-3.7939871107786223,0.9166666666666666,8607908.004414236,11914159.15735544
fixed_12m_2019,fixed_origin_12m_ex_ante,seasonal_naive,2008-01,2018-12,2019-01,2019-12,0.004055699915625155,,12.0,519280.6666666667,612548.1612431249,11.092609941013647,11.78820708260117,12.015740365192917,1.585248166616508,1.174357157460893,0.9071326580975414,-519280.6666666667,519280.6666666667,612548.1612431249,0.0,0.0,1.0,4865567.495271011,4865567.495271011
fixed_12m_2019,fixed_origin_12m_ex_ante,drift,2008-01,2018-12,2019-01,2019-12,0.001133600017055869,,12.0,2132652.625954198,2893449.5982663464,38.09377329635896,53.088595762238974,49.34788041909103,6.5105132587074435,5.547226259859364,-1.0721174945617458,-2090766.7048346058,519280.6666666667,612548.1612431249,-3.106936311809923,-3.723627922405786,1.0,14291201.139149306,14291201.139149306
fixed_12m_2019,fixed_origin_12m_ex_ante,same_month_historical_mean,2008-01,2018-12,2019-01,2019-12,0.0018669998971745372,,12.0,1242476.2575757576,1366305.2443005033,29.09972564801629,34.10580300973095,28.74990940213487,3.7930031596012492,2.6194354084164826,0.5379616708641508,-1242476.2575757576,519280.6666666667,612548.1612431249,-1.392687302516733,-1.2305270519916012,0.4166666666666667,1807073.256437578,18318403.74951432
fixed_12m_2019,fixed_origin_12m_ex_ante,seasonal_moving_average_3,2008-01,2018-12,2019-01,2019-12,0.021735600079409778,,12.0,1110160.4444444443,1275827.4354027256,24.284403583660648,27.78225162446694,25.688227042572258,3.3890724653829905,2.4459743335275297,0.5971286275605572,-1110160.4444444443,519280.6666666667,612548.1612431249,-1.1378813341361527,-1.0828197946321811,0.5,1866312.6334689993,16536189.632112341
fixed_12m_2019,fixed_origin_12m_ex_ante,ets_holt_winters,2008-01,2018-12,2019-01,2019-12,0.05347729998175055,,12.0,643412.2176733006,842528.3417295913,12.0632673498492,13.140113648046496,14.888045428269432,1.9641941322263645,1.6152675839656812,0.8243081677488084,-638944.8099976755,519280.6666666667,612548.1612431249,-0.23904520036043575,-0.37544832396482475,0.8333333333333334,2299474.734551909,3303161.7923087273
fixed_12m_2019,fixed_origin_12m_ex_ante,theta,2008-01,2018-12,2019-01,2019-12,0.02178850001655519,,12.0,171020.02348168535,186852.02675206464,4.337465057021586,4.44094638131212,3.9572669103897455,0.5220860241521037,0.35822655080221133,0.9913587183627678,-136780.44728812668,519280.6666666667,612548.1612431249,0.6706597521153903,0.6949594520488623,1.0,7690347.0859034,7690347.0859034
fixed_12m_2019,fixed_origin_12m_ex_ante,sarima_111_111_12,2008-01,2018-12,2019-01,2019-12,0.15261629992164671,,12.0,446412.2422424564,589327.5417446252,8.265421392469168,8.765829288502692,10.329623155549077,1.3627971037563857,1.1298393506432254,0.9140400785421847,-443629.8993760107,519280.6666666667,612548.1612431249,0.14032570265317712,0.03790823476047178,1.0,2566657.6407819763,2566657.6407819763
fixed_12m_2019,fixed_origin_12m_ex_ante,dynamic_harmonic_arima_k2,2008-01,2018-12,2019-01,2019-12,0.023632399970665574,,12.0,552814.1045544966,739205.4975298408,11.18716121174458,11.622251991483493,12.791677366273552,1.6876182803996085,1.4171804305099487,0.8647575871823111,-412682.4911212977,519280.6666666667,612548.1612431249,-0.06457671167133094,-0.20677122926901537,0.9166666666666666,1897256.6472098387,4745360.145313736
fixed_12m_2020,fixed_origin_12m_ex_ante,naive_last,2008-01,2019-12,2020-01,2020-12,0.0011668999213725328,,9.0,721401.6666666666,943175.9241854087,68.44955753187985,40.88665603819553,41.02430099430908,2.09102676210662,1.7778485801302824,-0.8526511195283781,639855.0,2676848.0,3405552.3567821486,0.7305033133496311,0.7230475924684945,1.0,9136124.990243876,9136124.990243876
fixed_12m_2020,fixed_origin_12m_ex_ante,seasonal_naive,2008-01,2019-12,2020-01,2020-12,0.0035029000137001276,,9.0,2676848.0,3405552.3567821486,195.4900644619965,78.4072911476747,152.22562289803545,7.759007311356708,6.419328851394938,-23.153682523018947,2585714.4444444445,2676848.0,3405552.3567821486,0.0,0.0,0.6666666666666666,4995424.718642243,38618499.92106913
fixed_12m_2020,fixed_origin_12m_ex_ante,drift,2008-01,2019-12,2020-01,2020-12,0.0011172000085934997,,9.0,762349.9953379954,990486.3201455225,72.07295936786377,42.342147258628145,43.35292960475932,2.209717992071368,1.867026768553331,-1.0431732507576026,699849.0629370628,2676848.0,3405552.3567821486,0.7152060948780075,0.7091554566257154,1.0,15271590.02532406,15271590.02532406
fixed_12m_2020,fixed_origin_12m_ex_ante,same_month_historical_mean,2008-01,2019-12,2020-01,2020-12,0.0016976000042632222,,9.0,1786588.3888888888,2194267.305952203,128.9999756210695,66.97059998790294,101.59879468726228,5.17853549091091,4.1361053800039045,-9.027375885756083,1424296.574074074,2676848.0,3405552.3567821486,0.3325775729929795,0.3556794680949992,0.5555555555555556,2279913.765693127,35197781.40397643
fixed_12m_2020,fixed_origin_12m_ex_ante,seasonal_moving_average_3,2008-01,2019-12,2020-01,2020-12,0.02352950000204146,,9.0,2273201.037037037,2839397.952009293,165.61086104597427,74.10770259946129,129.27123386737802,6.5890119523237844,5.352150630609414,-15.790389082918765,2071723.7037037036,2676848.0,3405552.3567821486,0.15079188768393392,0.1662445164424975,0.2222222222222222,2205801.4883936024,54791828.7059746
fixed_12m_2020,fixed_origin_12m_ex_ante,ets_holt_winters,2008-01,2019-12,2020-01,2020-12,0.049349799985066056,,9.0,2257936.8689519707,2836905.6627315804,171.6925922952826,73.29550159726519,128.40319896410017,6.544767829469665,5.3474527658314495,-15.760926399670833,2249987.949693615,2676848.0,3405552.3567821486,0.15649417936619092,0.16697634758664326,0.4444444444444444,2514308.657704653,48728822.117560655
