run_id,protocol,feature_block,model,benchmark_block,benchmark_model,loss,support,observations,support_start,support_end,model_mean_loss,b0_mean_loss,relative_skill_vs_b0,mean_loss_difference_model_minus_b0,dm_statistic,dm_two_sided_p_value,dm_hac_lags,moving_block_length,moving_block_repetitions,bootstrap_95_lower,bootstrap_95_upper,bootstrap_95_excludes_zero,direction_note
ablation_20260811T165312Z_69334f2b,one_step_ex_ante_snapshot_vintage_sensitivity,B1,ridge_recursive_b1,B0,ridge_recursive_b0,absolute,exact_paired_target_months,129,2015-01-01,2025-12-01,829076.7406413725,825882.3074640855,-0.0038679036327775584,3194.4331772869577,0.13954977673064314,0.8892350618820396,11,12,2000,-37625.106611653115,53342.48827068928,False,negative loss difference favors feature block
ablation_20260811T165312Z_69334f2b,one_step_ex_ante_snapshot_vintage_sensitivity,B2,ridge_recursive_b2,B0,ridge_recursive_b0,absolute,exact_paired_target_months,129,2015-01-01,2025-12-01,832220.517006322,825882.3074640855,-0.007674470666042321,6338.209542236575,0.7039948840927573,0.48271471846994185,11,12,2000,-9514.555913344173,25370.535011974862,False,negative loss difference favors feature block
ablation_20260811T165312Z_69334f2b,one_step_ex_ante_snapshot_vintage_sensitivity,B5,ridge_recursive_b5,B0,ridge_recursive_b0,absolute,exact_paired_target_months,129,2015-01-01,2025-12-01,835397.6733292477,825882.3074640855,-0.011521455029566585,9515.365865162252,0.44395766879040954,0.6578228042528069,11,12,2000,-26947.311771668203,56623.22137159534,False,negative loss difference favors feature block
ablation_20260811T165312Z_69334f2b,one_step_ex_ante_snapshot_vintage_sensitivity,B1,ridge_recursive_b1,B0,ridge_recursive_b0,squared,exact_paired_target_months,129,2015-01-01,2025-12-01,1568131408895.9734,1773890511325.0144,0.11599312421788,-205759102429.04132,-0.935520137114624,0.3512819324179537,11,12,2000,-696039141301.6019,100545148717.65134,False,negative loss difference favors feature block
ablation_20260811T165312Z_69334f2b,one_step_ex_ante_snapshot_vintage_sensitivity,B2,ridge_recursive_b2,B0,ridge_recursive_b0,squared,exact_paired_target_months,129,2015-01-01,2025-12-01,1734480511593.519,1773890511325.0144,0.02221670361270378,-39409999731.49519,-0.9037635406223465,0.36781855798311536,11,12,2000,-140161757999.91367,28626790175.77182,False,negative loss difference favors feature block
ablation_20260811T165312Z_69334f2b,one_step_ex_ante_snapshot_vintage_sensitivity,B5,ridge_recursive_b5,B0,ridge_recursive_b0,squared,exact_paired_target_months,129,2015-01-01,2025-12-01,1539320037994.5469,1773890511325.0144,0.1322350347064285,-234570473330.46753,-0.94469219856364,0.34659585635667123,11,12,2000,-785242335611.9916,92923077302.25778,False,negative loss difference favors feature block
